Node_ID,Timestamp,X_Coordinate,Y_Coordinate,Z_Coordinate,Initial_Energy,Residual_Energy,Transmission_Power,Signal_Strength,Noise_Level,Energy_Consumption,Packet_Loss_Rate,Network_Lifetime,Optimization_Algorithm,Adaptive_Learning_Rate,Temperature,Humidity,Detection_Accuracy
11,2024-01-01 00:10:00,2.0584494295802447,88.60739670955252,20.72383637037846,9.354760923618203,9.072964199207282,2.451797389066723,-43.13877314955563,35.863247251894364,0.06794328687305946,6.915340367484053,54.79533470799056,0,0.007295320844079243,-0.5262891336159861,22.10358694515218,78.61327119452056
12,2024-01-01 00:11:00,96.99098521619943,72.9033742829494,1.6431362897569912,13.956271312033993,5.531397233389546,1.1378335426245934,-81.56168389564623,41.647340143715454,1.7611963134591326,5.85897432132726,441.6251626509598,0,0.018388715284428345,43.69981334738917,64.60159057296184,69.19346117775612
13,2024-01-01 00:12:00,83.24426408004217,92.78100616476964,6.795369114634947,14.499076093309544,7.874769280334068,1.727292107477762,-67.9566927238718,21.07288636418661,0.3664733782964355,8.54646002558351,160.428121633374,1,0.005214722447571413,20.009700598206603,38.55897542463155,83.08679554596966
14,2024-01-01 00:13:00,21.233911067827616,33.26565998208915,15.988864452444984,12.188173469272648,9.242378324208433,1.6065460853772187,-57.472074381666516,21.842015768101902,1.0266532663714805,6.65851073438713,248.49117236426056,1,0.015136272687057223,29.68282458733382,34.51257052854623,84.95298039323612
15,2024-01-01 00:14:00,18.182496720710063,50.32094167515431,17.099290264399247,8.74351890776185,1.631351145758052,0.35032852212437837,-62.73968263370808,40.61820465728551,1.8612116608200888,16.793826091523954,118.6477002585267,0,0.030857938778758687,21.83897652713317,42.18070163678504,73.26660207607274
16,2024-01-01 00:15:00,18.34045098534338,1.4079663282890675,44.97926082310479,13.20057789974664,4.278744837156346,1.8950260889543589,-66.1322496757357,30.052098937611742,1.6509159580926325,11.613132206965116,355.1488575902669,0,0.04852519801134573,38.14791159608401,78.47888875230889,75.75792038356933
17,2024-01-01 00:16:00,30.42422429595377,0.6957587303291213,37.09064546332576,5.258670817254202,4.332104017146088,0.8755820882405836,-46.87008614636824,34.665030693448244,1.5634429272020323,3.5233405507888693,295.3839455106836,0,0.013458498561509775,22.298258852866844,15.386431666266871,78.22647356269188
18,2024-01-01 00:17:00,52.475643163223786,24.012662045151988,48.60914840935205,6.027459105394211,3.5447225043835418,2.017454918072164,-86.72978974572975,43.4597769097973,1.2306189966510868,4.7189139929270425,214.15539019431537,0,0.017693954458648804,-4.740538897632283,55.956853145115566,67.61610897791485
19,2024-01-01 00:18:00,43.194501864211574,10.080719713908525,29.953575516762026,11.61373736375361,0.0890586655163994,1.558337878276918,-61.71537965244349,37.31473725220802,0.9007332974744293,1.0710699531149825,290.8371399122989,1,0.020985878228274687,38.0542513274301,68.78721676829613,79.46250289384889
20,2024-01-01 00:19:00,29.122914019804192,26.021136793575362,12.085686604565899,7.912485752700574,8.15972107778095,0.861019575888375,-74.26909857662392,44.15785623989173,0.9197728735253358,5.9937726693443345,125.93146438720139,1,0.002501800324364807,-4.371044827394658,59.93474342325907,74.89882341270769
21,2024-01-01 00:20:00,61.18528947223795,17.70432945283974,16.382751496082143,14.513862184004777,1.115593215539028,0.9551031047945702,-84.92289688591447,32.574657265119306,0.21958292585891803,13.390363157482772,399.0372944658475,1,0.03473477321931681,18.68876086836285,52.83033782529499,76.24302344328132
22,2024-01-01 00:21:00,13.949386065204184,2.852002483864824,15.991796164598354,9.360606120923048,9.95480597921759,1.8556176871992656,-62.106770519822064,28.62270058914634,0.17633261281542917,3.6591673981712725,169.68161635079184,1,0.00718785425933901,1.100662847458981,59.77333083141808,81.99183571929169
23,2024-01-01 00:22:00,29.214464853521815,90.93041464060494,16.32471638316258,9.29364820389177,7.729584919111816,1.4201423562949165,-79.71787853576588,27.045107266516062,1.6947051119668357,1.9840471375090574,326.7610564512089,1,0.04404232644553063,-3.3465524263697857,38.33003207319979,78.94289211289201
24,2024-01-01 00:23:00,36.63618432936917,0.8223131388891525,33.648208655590786,11.780795101909312,5.800100176065145,1.7040424976111566,-74.50654308658748,23.950428532195914,0.8468715708226559,6.4203077211589825,454.7300169462012,1,0.021325068084208133,-3.276532420102093,43.97942729439655,80.91356282302372
25,2024-01-01 00:24:00,45.606998421703594,73.60821443370854,26.54039640452081,12.675685623061897,1.5460641774159745,0.4799639705804519,-59.579476229395446,21.10389566821875,0.15533129043599903,12.250444669809761,67.36352380061962,0,0.04383481566745927,37.623340116974276,41.040137746313185,79.75293605365529
26,2024-01-01 00:25:00,78.51759613930136,15.214788691951654,19.271208904332216,9.755587381251365,5.15392971393247,1.9887440133482046,-31.577461204030712,21.594470470502138,1.3429558346854216,9.455600915481181,224.3902743287326,1,0.03700111117612497,9.019247286791398,56.40013437645444,90.20616661804323
27,2024-01-01 00:26:00,19.967378215835975,91.22296219996,7.45448843643583,7.140009017117242,2.611087408578089,0.8689391653960832,-48.944699591786645,28.129964813984426,1.3824396809391892,6.643805229429967,110.71299185628587,0,0.03916591832201731,9.413744830374647,80.77584027034986,79.77207063744734
28,2024-01-01 00:27:00,51.42344384136116,89.27959395898858,1.1069581471072953,12.733086427256216,2.5232252454306945,1.587667041178416,-73.22269211059051,28.352377830337097,0.4935086983515653,17.659035158676144,458.89596965985675,1,0.01941343077303234,27.688870687216316,47.818112462352815,79.84974822878077
29,2024-01-01 00:28:00,59.24145688620425,65.39011463692573,10.94173387938463,8.203512748736276,8.295292493824855,0.37523158058082084,-67.05563684547741,31.45353587099632,0.8509032000886835,9.371153950245395,212.0348500251909,1,0.04083164937392545,35.746112292217816,42.41140437447924,80.15281186960563
30,2024-01-01 00:29:00,4.645041271999773,67.22341498006051,5.373570198434063,6.751107692938576,3.8064442395943465,0.8714085787767207,-65.63201086074136,37.748521137185165,1.1681769336478725,9.100933409954049,146.00341699900292,1,0.028484278691858805,35.069137263464995,64.20823670135543,78.54904148669618
31,2024-01-01 00:30:00,60.75448519014384,0.5339141969688543,39.27225154261197,11.316401899250133,4.507238033908041,1.6572815033599404,-80.78174259933738,42.77898605396182,1.212749442651474,0.6331351549084929,354.41445905888287,0,0.009281791827100042,25.62364780363818,25.85295975168303,69.00995566394397
32,2024-01-01 00:31:00,17.052412368729154,98.4871566113602,5.624897890694269,5.904536669903504,8.429647377801183,0.7580947174966014,-80.36074866841915,25.931150241762715,1.0466752105715802,12.786856631585405,294.4367543415385,0,0.04472425416654537,29.477724144449105,81.38741707516273,74.14850519378736
33,2024-01-01 00:32:00,6.505159298527952,87.78326035758144,36.21141186534181,14.713526750860549,0.8779062571884255,2.212749272199561,-81.09631659075814,42.77744529796968,0.7601830990919001,9.18689769002471,417.6215067835541,0,0.0209431867031246,23.870996674504468,70.55301995567348,68.94750309245747
34,2024-01-01 00:33:00,94.88855372533332,89.5106225730092,19.28293448880413,11.323972644121369,5.946178530910496,1.686948158664209,-58.700151735784985,24.169685833741035,0.18419911826864915,2.901542776107804,388.88067142528047,1,0.04499335255945807,35.75142050820702,37.98473167268448,84.00906390272068
35,2024-01-01 00:34:00,96.56320330745594,65.92445370508719,3.6689194871887985,14.858955209217559,5.782156813730378,2.1886681439123095,-49.5488347956175,49.660808620696194,0.09345304971003282,4.874783640119698,488.6014338287754,1,0.02921594265053102,8.954358547404166,26.668466140013525,78.19199045466765
36,2024-01-01 00:35:00,80.83973481164611,34.47869286545365,40.63650247157929,8.38893423478636,4.252145692666752,1.0489376854026897,-54.5567589233504,28.551013492478404,0.9460927392531286,4.047274635686742,90.73953823964915,1,0.003516222582593344,3.0919875252579576,61.16575673762519,83.5233441675864
37,2024-01-01 00:36:00,30.46137691733707,89.36486490904808,28.981528511830668,14.712051611903979,8.29774641424093,0.18156434229922003,-31.33396887279909,45.12005044112448,0.44573820057551294,2.441964418513647,86.12274576043109,0,0.039458345989309446,0.8159072117077688,86.73483931950028,78.19719109310284
38,2024-01-01 00:37:00,9.767211400638388,29.151692815119233,11.788075643178653,6.455622477286235,9.428900613356927,1.4827359120522468,-82.44752566454089,25.713974836674602,1.8800532484029768,8.710827339975742,458.312314330723,1,0.002252042687865872,23.197736384744708,79.96456902312606,78.79630241608945
39,2024-01-01 00:38:00,68.42330265121569,56.271154334220284,44.7340587166334,5.406947723470284,4.653358619136108,0.9140644065408935,-30.811535621834686,48.519283413117705,1.2988131845759212,7.2657410984545905,480.07950076983184,1,0.005858617211483489,3.039124400918663,16.17741751111833,82.28190785169775
40,2024-01-01 00:39:00,44.01524937396013,9.97309723438824,2.2629156935275727,5.329840604546026,4.561470509983997,1.175652102213648,-61.999563966726484,44.79880355636635,1.1917408295485676,7.2024609015172025,232.98545567080933,0,0.017515536795797683,-2.851687933455154,32.216285389491446,72.1604461397448
41,2024-01-01 00:40:00,12.203823484477883,92.19556301327502,10.090980409888145,9.648703705992272,5.020637296707448,1.7346645134145973,-76.88203273337174,30.781677816411026,0.8427761121051199,5.030563359565967,255.14142335287815,0,0.03192587943779529,43.04724221090238,64.98730685607923,73.38909010840234
42,2024-01-01 00:41:00,49.51769101112702,14.077045777121333,37.60234639029305,5.8300419747859475,7.231240308330616,1.7815952009700922,-33.403150439654574,32.64415178284563,0.6925742557190592,8.728530670406816,215.91422867250114,1,0.02196554071146026,10.792344743299303,53.416277433219044,86.52612437721538
43,2024-01-01 00:42:00,3.4388521115218396,22.489680573040726,35.46889651549446,10.121678841676017,6.680602906989623,0.16613539567795693,-61.88320139132444,20.11513980568928,0.40062553348645696,10.950460083954884,399.9590937859876,1,0.02048262167562929,39.17516427090366,25.57331467945187,84.58881778002834
44,2024-01-01 00:43:00,90.9320402078782,55.813415812821496,14.463584686223902,8.275005035089006,2.2283494920688707,1.9463264148150725,-69.15918268736877,27.542967329388976,0.16727901556889363,12.23003543439663,396.85397844957646,1,0.021970317315769025,28.74299806624247,79.28494712452817,80.90527326370956
45,2024-01-01 00:44:00,25.87799816000169,76.40930002129815,3.101243767639156,8.356289924741155,0.6389534859934332,1.2844453958945894,-77.1713937709226,28.678893678558545,1.287270402301527,4.396513415486043,149.1888476785341,1,0.0072216654932675045,9.164560947127605,87.25750622154123,78.96205314224792
46,2024-01-01 00:45:00,66.2522284353982,61.93513059362989,42.90390361124719,11.356089965451698,9.492541298167893,1.43607705597892,-73.92747293305187,33.58216096879785,1.569440879692852,14.556867911304119,222.75235843847824,1,0.035260969845666276,-2.1840704967938676,41.03105252136616,78.13985712275027
47,2024-01-01 00:46:00,31.171107608941096,23.213391280015617,15.684881903495128,6.630980061516202,2.610697597337043,0.815186044455646,-31.24682938636684,24.171494419855,1.7226371995342191,0.540581424589579,145.596504666519,0,0.010854718330801389,36.2861597221619,57.492143523976715,84.49918579677013
48,2024-01-01 00:47:00,52.00680211778108,0.09430425274903342,9.785670746413262,12.66553370339731,6.385966846905918,1.1100010864013943,-71.76159360571354,34.363006643667475,1.4624002713314321,15.008804665987165,70.98086525317001,1,0.022315530189987862,39.03766349502712,38.3312051586053,78.33877928575706
49,2024-01-01 00:48:00,54.67102793432797,75.71505803074392,25.803091118048854,10.820309197786347,8.284380027437223,1.8049003215503963,-31.3316445744237,40.05405456257756,1.7990542197014876,5.659352015974861,75.25465882876797,0,0.048523053164888225,0.050204124331383326,26.52672483349381,79.71745471634199
50,2024-01-01 00:49:00,18.485445552552704,98.52073259110938,45.51135996412236,14.14944628847511,3.002767505471863,1.9641131270662204,-70.18710080327477,31.138468944299554,1.9664726973595041,7.4000172471718795,116.0704059441966,1,0.046462272470163116,24.566326629876464,81.85166422097379,79.62103915605518
51,2024-01-01 00:50:00,96.95846277645586,80.99131203060904,2.1773288921687675,8.648406537675234,6.354334136569287,1.0290548348031472,-76.11489206468629,26.965858266965782,1.9252525374320841,11.61422660554517,63.446915829862455,0,0.038656732242943415,20.958343180018264,43.727951157102765,74.68726410697302
52,2024-01-01 00:51:00,77.51328233611146,46.02066181566153,38.290204401544386,14.827149920671255,1.0790024114922492,1.7586820783631925,-78.99814902588916,36.431494608616845,1.2048490527129576,12.209027874214812,240.428842824337,1,0.04441303767054052,41.05873910409796,12.198591348830945,76.27092181223712
53,2024-01-01 00:52:00,93.9498941564189,90.37672613991066,28.623661396935447,10.758276467140231,9.699314443756608,0.7193044040522513,-65.28872968356018,20.87011708880831,0.4871900063408082,8.423093149388418,78.80877966678386,1,0.034588300848251034,25.621193318896033,35.83875985288395,83.68121893664546
54,2024-01-01 00:53:00,89.48273504276489,40.984767311835,21.272455827590846,14.734019561875337,0.5815827505062587,2.0968543964260364,-75.79161308789837,30.22512352329344,0.25739309332494026,18.757978947666032,431.3351262312408,1,0.04116561828733819,4.887940429711879,41.702136408893566,78.7741403254323
55,2024-01-01 00:54:00,59.78999788110851,52.493408424346754,37.204022205253004,5.270606540471153,4.381746738409763,1.5635541733776768,-48.18372217037682,35.82770728724042,1.9881537463075165,17.166508470863693,370.4368898285671,0,0.013165654334805484,29.36208106759429,23.58872366585457,77.6149433797525
56,2024-01-01 00:55:00,92.18742350231169,47.712976739568326,48.29122122208162,12.27976322412388,5.3681924206002325,1.960447638560548,-75.6136958781613,30.07528448595567,0.6513609512993386,4.500731175835712,402.63927943247984,0,0.02328429570864537,19.039853666321516,68.81428798276505,73.85467547858104
57,2024-01-01 00:56:00,8.84925020519195,44.762387266552494,11.460310558134552,13.166215242927363,7.9048177866336395,1.2451716455628337,-39.87618930012785,30.362942782925835,0.11624356554708762,11.778203879346169,327.866053185261,1,0.015072562360858147,9.101086820160756,24.15922597341816,85.91587930509668
58,2024-01-01 00:57:00,19.59828624191452,77.51907692939058,7.182368253605981,5.531732866764876,1.2112851707242123,0.6498622839566925,-39.95932449070998,45.4488998791161,0.8125398879951073,14.41970014813074,348.74479932843826,0,0.0028606719167159223,23.421848263331725,79.3611095760756,76.37346513812318
59,2024-01-01 00:58:00,4.522728891053807,52.676890726949196,45.64408726113485,10.789696640162457,4.408079738551765,1.1301546719527455,-72.86841755711603,48.01975361585494,1.5087944837388074,4.338871649532317,101.0345152002078,1,0.012775679513357143,42.92654815623834,58.58226479030829,74.0203904038203
60,2024-01-01 00:59:00,32.53303307632643,31.671712202521608,33.44765387286518,13.019422935894484,2.9971156954345233,1.0155649467479697,-44.78759217079021,44.82177942045976,1.787059973661783,0.36900849689414095,76.17544184005176,1,0.013562722827899686,34.9587614529287,73.37508770955688,80.59594773970403
61,2024-01-01 01:00:00,38.8677289689482,25.81581676584783,21.899301078098297,10.610387252230726,3.1201071569334005,0.8985197042563818,-38.5472474412328,22.966023502354677,0.9812495009512165,19.512090809309708,495.14635048870736,0,0.03455124788995458,30.833288710685984,64.50155769910664,83.40074346104703
62,2024-01-01 01:01:00,27.134903177389592,3.7747316967433386,28.662978513214156,5.638135904054666,7.787879160652508,0.609216994579548,-54.5920293637712,28.692273331429888,0.6233563844893946,19.166968302974798,217.82721273986047,0,0.01779132335907266,-5.800739527385431,71.02626244639015,78.4739121278168
63,2024-01-01 01:02:00,82.87375091519293,58.3195161883046,37.2806952588122,11.934472408983115,0.05460945031833142,1.9220011405115347,-68.0200553481567,41.33883100074995,1.5678881929138202,6.406953837329306,73.07150865739352,0,0.011582867115040956,-3.3534666618273956,43.37277282499366,71.99433963014367
64,2024-01-01 01:03:00,35.67533266935893,22.99614154010342,38.65159493528586,5.605969146733086,7.490836413359663,0.3072439871693452,-63.54196879723925,49.23178385007975,1.0323482873574858,4.7822965499078745,121.84069642886993,1,0.0016338987222365483,23.676874141075388,57.46068205681229,75.52207108552824
65,2024-01-01 01:04:00,28.093450968738075,14.813392201638308,45.99470904094823,13.174688950164384,8.103984301231062,2.2301462317260015,-42.826268097913086,27.26844645410242,0.2177577028360868,3.0922937566197284,443.3926986124271,0,0.020604379529450143,-8.255901144541928,40.52192632066222,81.25421244418665
66,2024-01-01 01:05:00,54.26960831582485,65.38299638276777,21.342139444781132,5.430341833066944,9.01362243842069,0.5200593349546084,-72.40095216019115,46.94631437267901,1.7811119274442468,13.742915008281285,142.6094044822098,1,0.03877320318482446,25.341709223787433,67.59602934257127,74.43591525615807
67,2024-01-01 01:06:00,14.092422497476264,68.12092578215488,14.67054550096975,6.373973810103708,6.268818032304835,2.451696764443699,-69.93225993742836,42.17044961489204,1.328823740923583,15.105833435225195,260.16893207216117,1,0.03174000534807608,6.606192035566423,34.84422429803401,76.36241312804673
68,2024-01-01 01:07:00,80.21969807540397,75.21548922576659,31.983213339492096,7.751075905232685,3.3345532827224122,2.4723233154089783,-80.35293982452896,49.503510991385966,0.12178363116635374,8.408046209997806,350.3633836991581,1,0.044980554158153586,-1.1477735483811902,36.78439920967164,72.07835873767841
69,2024-01-01 01:08:00,7.455064367977082,50.357689633859145,20.78639496397652,11.333647922608,4.272347325488707,1.0561288989787643,-66.05685581921985,22.807564452252024,0.06766064113501404,4.856188263639371,484.6404966826655,0,0.029117928132152915,-7.460276005725056,76.22236595856174,77.94635950048043
70,2024-01-01 01:09:00,98.68869366005173,89.40546052038866,29.729922697448895,14.76359099631306,9.697360822874293,2.470770574317431,-84.80909206503084,31.84237244579112,0.2210570684743285,8.974475654960187,56.341624470058285,0,0.0033437548816763127,1.6341250778034535,24.41182861069243,71.48546985325649
71,2024-01-01 01:10:00,77.22447692966574,93.63427533982278,20.99928992279751,6.178228526199344,8.811868264358523,2.185764441473743,-70.7379335406533,34.34345007003501,1.6528130139538486,10.327187042110266,269.412183499144,0,0.022349877574005538,28.274907025498834,41.92083051920396,73.54937827085884
72,2024-01-01 01:11:00,19.87156815341724,80.73709397924894,7.649789333908724,6.427076692139185,4.6352590909944205,0.2978326646719974,-67.59123714312858,40.162478757337354,0.9885499983085364,10.868077451853837,498.21432815155015,0,0.02156624189837157,14.722561045676635,55.86039127744484,72.43300894417308
73,2024-01-01 01:12:00,0.5522117123602399,63.55934820081872,23.47133758294792,8.688703967009804,9.430630071109224,2.3735885527086835,-74.67125205455207,39.619161088253875,0.7038373308461227,8.867349080820562,104.77491040666233,1,0.042620288077343554,-8.197698305413194,20.680284757567343,76.18000126261343
74,2024-01-01 01:13:00,81.54614284548342,30.372095359118866,34.54589109705164,13.362191377553202,8.22954875406459,0.20203452617102613,-83.91851285190072,47.190360341426924,0.5361221541331571,0.07467496808819307,105.67263661619856,0,0.03318167300335028,-6.200223721704565,59.022510170646584,67.05918932719177
75,2024-01-01 01:14:00,70.68573438476172,98.29449216202212,39.964190383382494,9.67230952750814,9.010898616597947,0.5365943049738572,-58.69996544630669,45.16019367764996,1.0383730688745882,9.435555683242216,89.16904204363823,0,0.014026737325613471,22.101072789680337,39.90445226597039,72.71194880744368
76,2024-01-01 01:15:00,72.90071680409874,27.413616719193833,24.666313839827342,8.216106002558217,6.82977234575921,1.5030292980320183,-38.09512981467175,21.66118006748539,0.2119284383956237,6.9454377842567645,278.5298167766068,1,0.03536149077438734,36.04784259373037,27.137774016467773,88.88262001682004
77,2024-01-01 01:16:00,77.12703466859458,20.265692199043105,8.261894510520046,10.612038322088612,8.57654043461995,0.29376922816003265,-69.86131525197177,34.59620369029661,1.2535018970602847,11.131239950899532,206.78503886025157,0,0.0417385070500158,22.78452076246841,14.56603324829186,73.64887584251666
78,2024-01-01 01:17:00,7.4044651734090365,44.215411378658274,20.73438548247158,7.6052319744575,8.917661413343257,0.48814661677448545,-75.79190571479168,32.211836906572984,0.7920284070769285,1.3875717028963397,372.31432537087227,0,0.0037983704576454204,11.18140982816156,55.06329634051379,73.17806778506977
79,2024-01-01 01:18:00,35.84657285442726,5.684057071238846,39.31469644208491,9.01159907247521,0.9201658454067141,2.388380289069373,-72.8977069385698,49.91433759576124,1.7239580639707195,17.583785214435604,307.08349869005156,1,0.03635207072258799,14.005185577012135,87.70926414523137,73.44615733355766
80,2024-01-01 01:19:00,11.586905952512971,97.84944646717908,20.642963530853642,8.326051492320419,9.652169766606585,2.4872509237302594,-38.28676912174579,32.81774582733474,1.5211323656854023,17.50882030216391,311.3779982411559,0,0.0399574605790202,11.997252440941647,71.85737626041715,80.49732242745043
81,2024-01-01 01:20:00,86.31034258755935,58.84335564164248,34.82653968021111,13.041410224146459,3.336130987640633,2.015527700272713,-58.33154462353214,40.47857420008059,0.08581404236934481,11.28230865590201,279.97658239627367,1,0.01870746639791744,39.3267483322344,41.693481864901216,79.1901188152694
82,2024-01-01 01:21:00,62.329812682755794,55.69520916641753,25.360684083904488,14.242557264380007,4.398995095833555,1.3365025395152867,-82.15257892375351,28.532882994016717,0.3746712235898867,14.742393421180209,496.429206970513,1,0.047612140106138824,-1.6011589943826987,25.169015434327264,78.00961931704428
83,2024-01-01 01:22:00,33.08980248526492,65.57962798997198,12.061156255469834,12.595721921569119,7.919037591928153,2.2607222456600207,-47.446701056672254,38.438868677521306,0.9743673022043378,8.758074812291222,292.5720675773876,0,0.04177710679665537,10.989459496757366,70.0571071930277,76.97899918540915
84,2024-01-01 01:23:00,6.355835028602364,49.70236477772067,39.80752540115372,9.390835760299835,6.648963055724977,0.36855705012056483,-80.73786400599303,26.198992658553,1.334426517061636,11.805996885843461,82.5633621517893,0,0.013891797597448605,6.95500762407157,79.09718547565481,73.9927294012355
85,2024-01-01 01:24:00,31.09823217156622,3.2063517094541583,4.210672703534351,10.043349774966638,8.930599124360572,2.3629404861880214,-86.3853358234658,38.10819966948836,1.444495601712308,12.35348361742612,194.98758714976745,1,0.02027352302013758,22.405661761371043,37.61196788593886,74.29047293446033
86,2024-01-01 01:25:00,32.518332202674706,61.23112888403968,26.24451413775753,6.250736939294357,4.005737507767721,0.9437270258930373,-74.65890741012497,46.04570715763943,1.6416743627886166,7.0777716818266505,401.3048258524714,1,0.0455023629372433,28.06511112339968,14.974368725074019,74.25450637068319
87,2024-01-01 01:26:00,72.96061783380641,71.61738769564306,10.444551712170247,12.468647111345378,3.7328816367615856,2.167574538959667,-79.91458922899405,20.577133743376613,0.1459762985871669,19.217443465962642,332.80483841817914,1,0.04179084918947282,18.456559870851546,59.538639693125894,80.8439420311882
88,2024-01-01 01:27:00,63.75574713552131,41.67490606240531,3.353281427068783,10.964756793950441,0.31688849541319675,1.7040961743649383,-53.700151537519915,35.13759228618038,0.08604224002579158,12.05207392432399,357.7764848208523,0,0.04054585983702973,44.53028649909218,17.335616286521063,76.7186920066419
89,2024-01-01 01:28:00,88.72127425763266,75.72955720711929,25.146696854162442,14.024399961374364,4.6272537666965805,2.4046583297337327,-60.92601555959749,49.47111873069194,1.2209861799461763,19.8106303243842,464.8128032487921,1,0.048591718451313555,3.9813523261721713,23.88545370068183,75.97346126887292
90,2024-01-01 01:29:00,47.22149251619493,22.70012993384206,24.97810779674618,7.0061114357515315,7.240707703291087,2.1752270747099636,-46.55612697042797,24.7778756734496,1.4614625470291864,8.64741536276066,249.70112950765687,1,0.004646112098780481,-8.981741529754208,10.351890484502277,86.25541190387952
91,2024-01-01 01:30:00,11.959424593830171,22.127659106618403,35.34504508378604,12.597261219326121,3.0117871762621604,2.230954752522175,-59.30573698438525,25.502369841466653,1.5840574387602264,0.6464153517502336,58.78492268660321,0,0.004069187670089256,29.790926194839777,30.871571323106075,78.48814165068296
92,2024-01-01 01:31:00,71.3244787222995,16.141698768757394,37.237534652595244,11.846716617191897,4.627265136738414,1.6162104546880733,-64.85964388743673,34.12471163304629,0.3536453899154655,6.04873966078962,495.5405015796677,0,0.02231546220234024,3.46398306392563,70.94347928355862,74.79065773259876
93,2024-01-01 01:32:00,76.07850486168974,37.19947597891618,36.38957443464484,7.6584553380975215,2.19397768485278,2.0995804743430617,-58.426878573735415,46.12979540980728,1.939035233478697,13.01575464411444,254.55999414546008,1,0.045722215317274384,43.38577684404589,75.65838156089237,77.47568566231074
94,2024-01-01 01:33:00,56.127719756949624,84.70120353890836,20.47793664583775,11.67378639540825,7.727878058714607,1.9171147618272124,-63.930833214733326,36.88278828311343,0.49738672197953787,18.206869957051946,93.925231251842,1,0.027142904909345025,34.198749815579234,85.85146862598273,79.1489968721193
95,2024-01-01 01:34:00,77.0967179954561,82.79120621490644,31.584489361328128,14.243733805766496,0.605115613411471,0.4878955141693294,-87.77478636515762,35.26125933711752,0.5381442409041193,12.30328488397625,296.8628466465499,1,0.046748006355165496,24.4362202663539,75.82269230453261,74.86666492583322
96,2024-01-01 01:35:00,49.379559636439076,38.28242079635038,28.847262132198015,14.184359876671188,7.0538305500049825,1.6566325392477834,-49.158053220225604,22.602711773138637,0.3508636269614071,9.435273307889107,315.59142904294896,0,0.008610429993641585,28.739845027830803,26.902776474783316,81.38757582401328
